question	choice_A	choice_B	choice_C	choice_D	answer
霾的日数天津、河北冬季多于夏季。北京夏季多于冬季。北京冬季低于其他两省市。冬季三省市三曲线最接近差异最小。在风力较小、逆温、相对湿度较低的情况下，随着悬浮颗粒物的增多而导致大气能见度小于10千米的现象叫霾。下图为北京、天津、河北三省市各月霾日数变化图，读图完成下列各题。造成北京7月份霾日数较天津、河北多的原因最可能是	降水较多	风沙天气多	汽车尾气多	燃煤数量多	C
B的性别比在1950年-2000年之间一直降低。在2000年左右性别比比较低。人口“性别比”为平均每100名女性所对应的男性人口的数量（人口性别比=﹝男性人数÷女性人数﹞×100%） 。下图为四条人口性别比例曲线。读图回答下面小题。造成曲线B性别比较低年份主要原因可能是（ ）	重工业发达大量男性劳动力迁入	不同性别死亡率不同造成	该地大力发展加工业，吸引大量女性劳动力迁入	传统观念思想严重造成	C
甲国和乙国劳动年龄人口数量先增大后减小，劳动人口数量较多。丙国和丁国劳动人口数量较少。丙国劳动人口数量逐年上升。丁国劳动人口数量先增大后减小。所谓“人口红利”是指一个国家的劳动年龄人口（15~59岁）占总人口比重较大，抚养率比较低，为经济发展创造了有利的人口条件。下图表示美国、日本、印度、中国四国劳动年龄人口数量，读图完成下列各题。图中甲、乙、丙、丁分别是（ ）	印度、中国、日本、美国	中国、美国、日本、印度	印度、中国、美国、日本	中国、印度、美国、日本	D
0°纬线附近大陆西岸降水为200mm以上。而20°附近降水为0mm。读世界某大陆西岸降水量随纬度的变化曲线图，回答下列各题。该图表示的大陆可能是（）	非洲	南美洲	北美洲	澳大利亚	A
0°纬线附近大陆西岸降水为200mm以上。而20°附近降水为0mm。读世界某大陆西岸降水量随纬度的变化曲线图，回答下列各题。该大陆F处沿海多大雾天气，其原因可能是（）	寒暖流交汇	副高控制，水汽不易扩散	板块交界处，多温泉	沿岸有寒流经过	D
图中常住人口数量和户籍人口的数量在逐年增加,但2014年间,常住人口与户籍人口的差值最大下图示意2000～2014年北京人口变动的情况。读图完成下列问题。下列年份中,人口净迁入量最多的是（ ）	2000年	2005年	2010年	2014年	D
图中常住人口数量和户籍人口的数量在逐年增加,但2014年间,常住人口与户籍人口的差值最大下图示意2000～2014年北京人口变动的情况。读图完成下列问题。北京市人口变动导致（ ）	老龄化的进程延缓	城市基础设施的负担减轻	平均预期寿命缩短	文化和价值取向趋向单一	A
0—14岁人口比重上升。老龄人口比重上升抚养比又称抚养系数，是指在人口当中，非劳动年龄人口对劳动年龄人口数之比。下表为广东省两次全国人口普查统计表。据此完成下列问题。根据表格数据推断	出生率明显上升是广东总人口增多的主要原因之一	0～14岁人口比重下降、数量增多	老年人口抚养比出现小幅度下降	总抚养比下降与出生率下降密切相关	D
0—14岁人口比重上升。老龄人口比重上升抚养比又称抚养系数，是指在人口当中，非劳动年龄人口对劳动年龄人口数之比。下表为广东省两次全国人口普查统计表。据此完成下列问题。厂东省人口及抚养比变化可能产生的影响是	社会养老的压力有所减轻	利于义务教育水平的提高	企业平均劳动力支出有所降低	利于广州等市提高劳动密集型产业比例	B
随着饱和水汽的增大，气温升高饱和水汽是一定温度下空气中所能够容纳的最大水汽。如图示意饱和水汽与气温的关系，读图回答下列各题。下列说法正确的是（ ）	热带地区气温高，饱和水汽量大，所以降水量大	南极洲气温低，空气中的水汽降低，水汽易饱和，所以降水量大，冰层厚度大	山地迎风坡气温随高度升高减小，水汽易饱和，所以降水量大	山顶气温低，饱和水汽量小，所以降水量小	C
相同降雨历时，降雨量越大截留总量越大。相同的降雨量，降雨历时越大，截留总量越大。降雨被植物茎叶拦截的现象叫植物截留，其主要影响因素是植物疏密程度、植物种类、季节以及降雨特性。下图示意植物截留与降雨量、降雨历时关系。据此回答小题。植物截留总量大的条件是()	植物密，降雨量大，历时短	植物疏，降雨量小，历时短	植物密，降雨量大，历时长	植物疏，降雨量小，历时长	C
相同降雨历时，降雨量越大截留总量越大。相同的降雨量，降雨历时越大，截留总量越大。降雨被植物茎叶拦截的现象叫植物截留，其主要影响因素是植物疏密程度、植物种类、季节以及降雨特性。下图示意植物截留与降雨量、降雨历时关系。据此回答小题。从地域分异规律角度考虑，下列地形区的植被水土保持效益最好的是()	春季的东南丘陵	夏季的黄土高原	秋季的山东丘陵	冬季的天山山脉	A
2040年-2050年人口数量减少据国家统计局2007年2月28日发布的《中华人民共和国2006年国民经济和社会发展统计公报》，2006年末我国人口为131 448万人，中国60岁及以上人口已超过1.49亿，读“人口增长趋势图”，回答下列各题。关于我国人口容量的说法最正确的是（ ）	我国合理环境人口容量大约是16亿人	我国人口承载量极限值约100亿人	我国环境人口容量具有不确定性	到2040年前后，我国将达到人口合理容量	C
江苏省年平均气温总体上上升。读“1983～2003年江苏省年平均气温变化图”，完成小题。1983～2003年，江苏省年平均气温变化的总体趋势是()	降幅超过升幅	逐年上升	升高约2.1℃	波动上升	D
江苏省年平均气温总体上上升。读“1983～2003年江苏省年平均气温变化图”，完成小题。为减缓气候变化，人类应采取的主要措施有()	加强对台风、寒潮等灾害性天气的监测和预报	改善能源结构，加强对太阳能、核电、风能等新能源的开发和利用	加快对海洋资源的开发和利用	禁止使用排放二氧化碳的矿物燃料	B
1970年该国人口自然增长率最大。下图为“某国人口自然增长率变化情况图”。读图并结合所学知识完成下面小题。1970年，该国（ ）	人口自然增速最快	经济发展速度最快	人口数量最多	出生率最高	A
2013年该国人口自然增长率较低。下图为“某国人口自然增长率变化情况图”。读图并结合所学知识完成下面小题。2013年该国（ ）	经济衰退	死亡率持续降低	婴幼儿相关产业发达	宜鼓励生育	D
2002年崇明县的城市化率为25%左右,城市化水平低崇明县隶属上海市，位于长江入海口，全县地势平坦，由崇明、长兴、横沙三岛组成，总面积1411平方公里，其中崇明岛是世界上最大的河口冲积岛。图6为崇明县三大产业产值比重和城镇化率变化图，回答下列各题。崇明县（ ）	2002年城镇化水平较低，处于初期阶段	第一产业产值呈下降趋势	至2012年，已经实现了工业化	第三产业产值稳定	A
第一产业比重持续下降。第三产业比重基本保持不变。第二产业比重总体上升。崇明县隶属上海市，位于长江入海口，全县地势平坦，由崇明、长兴、横沙三岛组成，总面积1411平方公里，其中崇明岛是世界上最大的河口冲积岛。图6为崇明县三大产业产值比重和城镇化率变化图，回答下列各题。有关崇明县三大产业，叙述错误的是（ ）	第一产业效率提高，第二产业快速发展，有利于劳动力转移	2002至2012年，第二产业就业人口超过第一产业	2002至2012年，第三产业产值超过第一产业	根据自身的环境和人才条件，第三产业中应优先发展休闲旅游业	B
乙国老年人口比重大，老龄化程度高，人口老龄化早于甲国，但目前老龄化速度慢于甲国。老年抚养比是老年人口数（65岁以上）与劳动年龄人口数（15-64岁）之比。表I为甲、乙两国人口老龄化趋势比较（%），据此完成下列问题。关于甲乙两国人口老龄化的判断，正确的是	甲国老龄化程度高于乙国	甲国老年人口数量较小	乙国谷老龄化早于甲国	乙国人口老龄化速度较快	C
